Sample Name	RollUpLevel	Rank	TaxID	Type	Phylum	Class	Order	Family	Genus	Species	All Samples	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
Unclassified Solibacterales unclassified	genus	no rank	1470392	Bacteria	Acidobacteria	Solibacteres	Solibacterales				0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoleophilia unclassified	genus	class	1497346	Bacteria	Actinobacteria	Thermoleophilia					0	0	0	0	0	0	0	0	0	0	0	0	0
Roseiflexineae unclassified	genus	suborder	1508595	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales				0	0	0	0	0	0	0	0	0	0	0	0	0
Roseiflexaceae unclassified	genus	family	1508635	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Vulgatibacteraceae unclassified	genus	family	1524213	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeromyxobacteraceae unclassified	genus	family	1524215	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Labilitrichaceae unclassified	genus	family	1524216	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilales unclassified	genus	order	1643682	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales				0	0	0	0	0	0	0	0	0	0	0	0	0
Brachyspirales unclassified	genus	order	1643686	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales				0	0	0	0	0	0	0	0	0	0	0	0	0
Leptospirales unclassified	genus	no rank	1643688	Bacteria	Spirochaetes	Spirochaetia					0	0	0	0	0	0	0	0	0	0	0	0	0
Eggerthellales unclassified	genus	order	1643822	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales				0	0	0	0	0	0	0	0	0	0	0	0	0
Haloferacales unclassified	genus	order	1644055	Archaea	Euryarchaeota	Halobacteria	Haloferacales				0	0	0	0	0	0	0	0	0	0	0	0	0
Natrialbales unclassified	genus	order	1644060	Archaea	Euryarchaeota	Halobacteria	Natrialbales				0	0	0	0	0	0	0	0	0	0	0	0	0
Akkermansiaceae unclassified	genus	family	1647988	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Wenzhouxiangellaceae unclassified	genus	family	1676141	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Wenzhouxiangellaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
DPANN group unclassified	genus	no rank	1783276	Archaea							0	0	0	0	0	0	0	0	0	0	0	0	0
Cyanobacteria/Melainabacteria group unclassified	genus	no rank	1798711	Bacteria							0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrospinae/Tectomicrobia group unclassified	genus	no rank	1802340	Bacteria							0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasmatales unclassified	genus	order	2085	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales				0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasmataceae unclassified	genus	family	2092	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobacteriales unclassified	genus	order	2158	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales				0	0	0	0	0	0	0	0	0	0	0	0	0
Moorella group unclassified	genus	no rank	42857	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcaceae unclassified	genus	family	81852	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Ferroplasmaceae unclassified	genus	family	90142	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Halothece cluster unclassified	genus	no rank	92682	Bacteria	Cyanobacteria		Chroococcales				0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobacteria unclassified	genus	class	183925	Archaea	Euryarchaeota	Methanobacteria					0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanellaceae unclassified	genus	family	267890	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Ferrimonadaceae unclassified	genus	family	267892	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Ferrimonadaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales Family XIII. Incertae Sedis unclassified	genus	family	543314	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis			0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoanaerobacterales Family III. Incertae Sedis unclassified	genus	family	543371	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis			0	0	0	0	0	0	0	0	0	0	0	0	0
Tenericutes unclassified	genus	phylum	544448	Bacteria	Tenericutes						0	0	0	0	0	0	0	0	0	0	0	0	0
Leptotrichiaceae unclassified	genus	family	1129771	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Methylothermaceae unclassified	genus	family	1486721	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylothermaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Tissierellales unclassified	genus	order	1737405	Bacteria	Firmicutes	Tissierellia	Tissierellales				0	0	0	0	0	0	0	0	0	0	0	0	0
Spiroplasmataceae unclassified	genus	family	2131	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoproteales unclassified	genus	order	2266	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales				0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfurococcaceae unclassified	genus	family	2272	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Coccidia unclassified	genus	class	5796	Protista	Apicomplexa	Coccidia					0	0	0	0	0	0	0	0	0	0	0	0	0
Haemosporida unclassified	genus	order	5819	Protista	Apicomplexa	Aconoidasida	Haemosporida				0	0	0	0	0	0	0	0	0	0	0	0	0
Aquificales unclassified	genus	order	32069	Bacteria	Aquificae	Aquificae	Aquificales				0	0	0	0	0	0	0	0	0	0	0	0	0
Alveolata unclassified	genus	no rank	33630	Protista							0	0	0	0	0	0	0	0	0	0	0	0	0
Entomoplasmataceae unclassified	genus	family	33925	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmataceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Holosporaceae unclassified	genus	family	44746	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Holosporaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Pelagibacterales unclassified	genus	order	54526	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales				0	0	0	0	0	0	0	0	0	0	0	0	0
Thermodesulfobacteria unclassified	genus	class	67799	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria					0	0	0	0	0	0	0	0	0	0	0	0	0
Rubrobacteria unclassified	genus	class	84995	Bacteria	Actinobacteria	Rubrobacteria					0	0	0	0	0	0	0	0	0	0	0	0	0
Rubrobacterales unclassified	genus	order	84996	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales				0	0	0	0	0	0	0	0	0	0	0	0	0
Rubrobacteraceae unclassified	genus	family	84997	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerobacteridae unclassified	genus	subclass	85000	Bacteria	Chloroflexi	Thermomicrobia					0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerobacterales unclassified	genus	order	85001	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales				0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerobacteraceae unclassified	genus	family	85002	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfurococcales unclassified	genus	order	114380	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales				0	0	0	0	0	0	0	0	0	0	0	0	0
Methanococci unclassified	genus	class	183939	Archaea	Euryarchaeota	Methanococci					0	0	0	0	0	0	0	0	0	0	0	0	0
Entomoplasmatales unclassified	genus	order	186328	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales				0	0	0	0	0	0	0	0	0	0	0	0	0
Aquificae unclassified	genus	class	187857	Bacteria	Aquificae	Aquificae					0	0	0	0	0	0	0	0	0	0	0	0	0
Thermodesulfobacteriales unclassified	genus	order	188710	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales				0	0	0	0	0	0	0	0	0	0	0	0	0
Aquificae unclassified	genus	phylum	200783	Bacteria	Aquificae						0	0	0	0	0	0	0	0	0	0	0	0	0
Thermodesulfobacteria unclassified	genus	phylum	200940	Bacteria	Thermodesulfobacteria						0	0	0	0	0	0	0	0	0	0	0	0	0
Sordariomycetidae unclassified	genus	subclass	222544	Fungi	Ascomycota	Sordariomycetes					0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillaceae unclassified	genus	family	225058	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerobacterineae unclassified	genus	suborder	255728	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales				0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteriovoracaceae unclassified	genus	family	263369	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Conexibacteraceae unclassified	genus	family	320583	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Trueperaceae unclassified	genus	family	332247	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Kordiimonadales unclassified	genus	order	362534	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales				0	0	0	0	0	0	0	0	0	0	0	0	0
Aconoidasida unclassified	genus	class	422676	Protista	Apicomplexa	Aconoidasida					0	0	0	0	0	0	0	0	0	0	0	0	0
Eurotiomycetidae unclassified	genus	subclass	451871	Fungi	Ascomycota	Eurotiomycetes					0	0	0	0	0	0	0	0	0	0	0	0	0
Syntrophorhabdaceae unclassified	genus	family	513556	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophorhabdaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Symbiobacteriaceae unclassified	genus	family	543349	Bacteria	Firmicutes	Clostridia	Clostridiales	Symbiobacteriaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Nitriliruptorales unclassified	genus	order	596497	Bacteria	Actinobacteria	Nitriliruptoria	Nitriliruptorales				0	0	0	0	0	0	0	0	0	0	0	0	0
Nitriliruptoraceae unclassified	genus	family	596498	Bacteria	Actinobacteria	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Salinisphaerales unclassified	genus	order	742030	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales				0	0	0	0	0	0	0	0	0	0	0	0	0
Salinisphaeraceae unclassified	genus	family	742031	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Nitriliruptoria unclassified	genus	class	908620	Bacteria	Actinobacteria	Nitriliruptoria					0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrososphaerales unclassified	genus	order	1033996	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales				0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrososphaeraceae unclassified	genus	family	1033997	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Conoidasida unclassified	genus	no rank	1280412	Protista	Apicomplexa						0	0	0	0	0	0	0	0	0	0	0	0	0
Kordiimonadaceae unclassified	genus	family	1331809	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuricellales unclassified	genus	order	1559979	Bacteria	Proteobacteria	Betaproteobacteria	Sulfuricellales				0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuricellaceae unclassified	genus	family	1559980	Bacteria	Proteobacteria	Betaproteobacteria	Sulfuricellales	Sulfuricellaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Acidobacteria subdivision 23 unclassified	genus	no rank	1562571	Bacteria	Acidobacteria						0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodiidae unclassified	genus	family	1639119	Protista	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae			0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrososphaeria unclassified	genus	class	1643678	Archaea	Thaumarchaeota	Nitrososphaeria					0	0	0	0	0	0	0	0	0	0	0	0	0
Kosmotogales unclassified	genus	order	1643946	Bacteria	Thermotogae	Thermotogae	Kosmotogales				0	0	0	0	0	0	0	0	0	0	0	0	0
Kosmotogaceae unclassified	genus	family	1643948	Bacteria	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Limnochordia unclassified	genus	class	1676648	Bacteria	Firmicutes	Limnochordia					0	0	0	0	0	0	0	0	0	0	0	0	0
Limnochordales unclassified	genus	order	1676649	Bacteria	Firmicutes	Limnochordia	Limnochordales				0	0	0	0	0	0	0	0	0	0	0	0	0
Limnochordaceae unclassified	genus	family	1676650	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Rickettsiaceae unclassified	genus	family	775	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Ophiostomatales unclassified	genus	order	5151	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales				0	0	0	0	0	0	0	0	0	0	0	0	0
Ophiostomataceae unclassified	genus	family	5152	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Ustilaginomycetes unclassified	genus	class	5257	Fungi	Basidiomycota	Ustilaginomycetes					0	0	0	0	0	0	0	0	0	0	0	0	0
Ustilaginales unclassified	genus	order	5267	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales				0	0	0	0	0	0	0	0	0	0	0	0	0
Ustilaginaceae unclassified	genus	family	5268	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Podoviridae unclassified	genus	family	10744	Viruses			Caudovirales	Podoviridae			0	0	0	0	0	0	0	0	0	0	0	0	0
Inoviridae unclassified	genus	family	10860	Viruses				Inoviridae			0	0	0	0	0	0	0	0	0	0	0	0	0
Caudovirales unclassified	genus	order	28883	Viruses			Caudovirales				0	0	0	0	0	0	0	0	0	0	0	0	0
SsDNA viruses unclassified	genus	no rank	29258	Viruses							0	0	0	0	0	0	0	0	0	0	0	0	0
Rickettsieae unclassified	genus	tribe	33988	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Francisellaceae unclassified	genus	family	34064	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Mitosporic Ustilaginaceae unclassified	genus	no rank	85578	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Gallionellaceae unclassified	genus	family	90627	Bacteria	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Oscillochloridaceae unclassified	genus	family	104174	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Capnodiales unclassified	genus	order	134362	Fungi	Ascomycota	Dothideomycetes	Capnodiales				0	0	0	0	0	0	0	0	0	0	0	0	0
Dothideomycetes incertae sedis unclassified	genus	no rank	159987	Fungi	Ascomycota	Dothideomycetes					0	0	0	0	0	0	0	0	0	0	0	0	0
Bdellovibrionaceae unclassified	genus	family	213483	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Patulibacteraceae unclassified	genus	family	361606	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Patulibacteraceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Dothideomycetidae unclassified	genus	subclass	451867	Fungi	Ascomycota	Dothideomycetes					0	0	0	0	0	0	0	0	0	0	0	0	0
Botryosphaeriales unclassified	genus	order	451869	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales				0	0	0	0	0	0	0	0	0	0	0	0	0
Ustilaginomycotina unclassified	genus	subphylum	452284	Fungi	Basidiomycota						0	0	0	0	0	0	0	0	0	0	0	0	0
Gallionellales unclassified	genus	order	713636	Bacteria	Proteobacteria	Betaproteobacteria	Gallionellales				0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Brocadiales unclassified	genus	order	1127829	Bacteria	Planctomycetes	Planctomycetia	Candidatus Brocadiales				0	0	0	0	0	0	0	0	0	0	0	0	0
Ardenticatenia unclassified	genus	class	1382928	Bacteria	Chloroflexi	Ardenticatenia					0	0	0	0	0	0	0	0	0	0	0	0	0
Ardenticatenales unclassified	genus	order	1382929	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales				0	0	0	0	0	0	0	0	0	0	0	0	0
Ardenticatenaceae unclassified	genus	family	1382930	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Microthrixaceae unclassified	genus	family	1798913	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Microthrixaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Bartonellaceae unclassified	genus	family	772	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Rivulariaceae unclassified	genus	family	1185	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Saccharomycetes unclassified	genus	class	4891	Fungi	Ascomycota	Saccharomycetes					0	0	0	0	0	0	0	0	0	0	0	0	0
Agaricomycotina unclassified	genus	subphylum	5302	Fungi	Basidiomycota						0	0	0	0	0	0	0	0	0	0	0	0	0
Phycodnaviridae unclassified	genus	family	10501	Viruses				Phycodnaviridae			0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Epsilonproteobacteria unclassified	genus	no rank	34035	Bacteria	Proteobacteria	Epsilonproteobacteria					0	0	0	0	0	0	0	0	0	0	0	0	0
Saccharomycotina unclassified	genus	subphylum	147537	Fungi	Ascomycota						0	0	0	0	0	0	0	0	0	0	0	0	0
Eimeriorina unclassified	genus	suborder	423054	Protista	Apicomplexa	Coccidia	Eucoccidiorida				0	0	0	0	0	0	0	0	0	0	0	0	0
Agaricomycetidae unclassified	genus	subclass	452333	Fungi	Basidiomycota	Agaricomycetes					0	0	0	0	0	0	0	0	0	0	0	0	0
Picornavirales unclassified	genus	order	464095	Viruses			Picornavirales				0	0	0	0	0	0	0	0	0	0	0	0	0
Amoebophilaceae unclassified	genus	family	1501348	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Amoebophilaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Marinifilaceae unclassified	genus	family	1573805	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea candidate phyla unclassified	genus	no rank	1783263	Archaea							0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosopumilales unclassified	genus	order	31932	Archaea	Thaumarchaeota		Nitrosopumilales				0	0	0	0	0	0	0	0	0	0	0	0	0
Bromoviridae unclassified	genus	family	39740	Viruses				Bromoviridae			0	0	0	0	0	0	0	0	0	0	0	0	0
Chrysiogenetes unclassified	genus	class	118001	Bacteria	Chrysiogenetes	Chrysiogenetes					0	0	0	0	0	0	0	0	0	0	0	0	0
Chrysiogenales unclassified	genus	order	189769	Bacteria	Chrysiogenetes	Chrysiogenetes	Chrysiogenales				0	0	0	0	0	0	0	0	0	0	0	0	0
Chrysiogenaceae unclassified	genus	family	189770	Bacteria	Chrysiogenetes	Chrysiogenetes	Chrysiogenales	Chrysiogenaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Chrysiogenetes unclassified	genus	phylum	200938	Bacteria	Chrysiogenetes						0	0	0	0	0	0	0	0	0	0	0	0	0
Hahellaceae unclassified	genus	family	224379	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Secoviridae unclassified	genus	family	675072	Viruses			Picornavirales	Secoviridae			0	0	0	0	0	0	0	0	0	0	0	0	0
Comovirinae unclassified	genus	subfamily	675075	Viruses			Picornavirales	Secoviridae			0	0	0	0	0	0	0	0	0	0	0	0	0
Ignavibacteria unclassified	genus	class	795747	Bacteria	Ignavibacteriae	Ignavibacteria					0	0	0	0	0	0	0	0	0	0	0	0	0
Ignavibacteriales unclassified	genus	order	795748	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales				0	0	0	0	0	0	0	0	0	0	0	0	0
Ignavibacteriaceae unclassified	genus	family	795749	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Ignavibacteriae unclassified	genus	phylum	1134404	Bacteria	Ignavibacteriae						0	0	0	0	0	0	0	0	0	0	0	0	0
Methanomassiliicoccales unclassified	genus	order	1235850	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales				0	0	0	0	0	0	0	0	0	0	0	0	0
Methanomassiliicoccaceae unclassified	genus	family	1577788	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Hypocreaceae unclassified	genus	family	5129	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Kinetoplastida unclassified	genus	order	5653	Protista			Kinetoplastida				0	0	0	0	0	0	0	0	0	0	0	0	0
Retroviridae unclassified	genus	family	11632	Viruses				Retroviridae			0	0	0	0	0	0	0	0	0	0	0	0	0
Euglenozoa unclassified	genus	no rank	33682	Protista							0	0	0	0	0	0	0	0	0	0	0	0	0
Retro-transcribing viruses unclassified	genus	no rank	35268	Viruses							0	0	0	0	0	0	0	0	0	0	0	0	0
Orthoretrovirinae unclassified	genus	subfamily	327045	Viruses				Retroviridae			0	0	0	0	0	0	0	0	0	0	0	0	0
Actinopolysporales unclassified	genus	order	622450	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales				0	0	0	0	0	0	0	0	0	0	0	0	0
Actinopolysporaceae unclassified	genus	family	622451	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Leishmaniinae unclassified	genus	subfamily	1286322	Protista			Kinetoplastida	Trypanosomatidae			0	0	0	0	0	0	0	0	0	0	0	0	0
Petrotogales unclassified	genus	order	1643947	Bacteria	Thermotogae	Thermotogae	Petrotogales				0	0	0	0	0	0	0	0	0	0	0	0	0
Petrotogaceae unclassified	genus	no rank	1643949	Bacteria	Thermotogae	Thermotogae	Petrotogales				0	0	0	0	0	0	0	0	0	0	0	0	0
Heliobacteriaceae unclassified	genus	family	31984	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostocaceae unclassified	genus	family	81850	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporangiaceae unclassified	genus	family	622454	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Tissierellia unclassified	genus	no rank	1737407	Bacteria	Firmicutes	Tissierellia					0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfolobales unclassified	genus	order	2281	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales				0	0	0	0	0	0	0	0	0	0	0	0	0
Polyporales unclassified	genus	order	5303	Fungi	Basidiomycota	Agaricomycetes	Polyporales				0	0	0	0	0	0	0	0	0	0	0	0	0
Dictyoglomi unclassified	genus	phylum	68297	Bacteria	Dictyoglomi						0	0	0	0	0	0	0	0	0	0	0	0	0
Methanocorpusculaceae unclassified	genus	family	88404	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi incertae sedis unclassified	genus	no rank	112252	Fungi							0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfolobaceae unclassified	genus	family	118883	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Sanguibacteraceae unclassified	genus	family	145360	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Sanguibacteraceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Dictyoglomia unclassified	genus	class	203486	Bacteria	Dictyoglomi	Dictyoglomia					0	0	0	0	0	0	0	0	0	0	0	0	0
Dictyoglomales unclassified	genus	order	203487	Bacteria	Dictyoglomi	Dictyoglomia	Dictyoglomales				0	0	0	0	0	0	0	0	0	0	0	0	0
Dictyoglomaceae unclassified	genus	family	203488	Bacteria	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Psychromonadaceae unclassified	genus	family	267894	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae			0	0	0	0	0	0	0	0	0	0	0	0	0
Agaricomycetes incertae sedis unclassified	genus	no rank	355688	Fungi	Basidiomycota	Agaricomycetes					0	0	0	0	0	0	0	0	0	0	0	0	0
